Link,Fiyat,Konum,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt Metrekare,Net Metrekare,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Site İçerisinde,Cephe,Depozito,Aidat,Yetkili Ofis
https://www.hepsiemlak.com/bursa-yildirim-haciseyfettin-kiralik/daire/115984-1285,13.000 TL,Bursa Yıldırım Hacıseyfettin Mah.,115984-1285,24-03-2025,Kiralık,Daire,,1 + 1,1,602 m2,552 m2,4 Katlı,Zemin,25 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı,,,,,Batı,13.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/135983-13,15.000 TL,Bursa Nilüfer Dumlupınar Mah.,135983-13,25-04-2025,Kiralık,Daire,Daire,2 + 1,1,702 m2,602 m2,5 Katlı,4. Kat,2 Yaşında,Yerden Isıtma,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,Sıfır,Boş,,Kuzey,15.000 TL,650 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/120973-423,13.000 TL,Bursa Nilüfer Dumlupınar Mah.,120973-423,13-05-2025,Kiralık,Daire,Daire,2 + 1,1,652 m2,552 m2,5 Katlı,5. Kat,12 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Batı",13.000 TL,500 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-ahmetpasa-kiralik/daire/0-44341224,14.000 TL,Bursa Osmangazi Ahmetpaşa Mah.,0-44341224,16-04-2025,Kiralık,Daire,Daire,3 + 1,1,1002 m2,952 m2,4 Katlı,3. Kat,29 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı,Betonarme,İkinci El,Boş,,,14.000 TL,100 TL,
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/146454-29,8.500 TL,Bursa Nilüfer Görükle Mah.,146454-29,10-04-2025,Kiralık,Daire,Daire,1 + 1,1,502 m2,452 m2,4 Katlı,Zemin,8 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Batı,9.000 TL,500 TL,Evet
https://www.hepsiemlak.com/bursa-gemlik-hisar-kiralik/daire/135581-448,24.000 TL,Bursa Gemlik Hisar Mah.,135581-448,05-04-2025,Kiralık,Daire,Daire,3 + 1,2,1402 m2,1352 m2,5 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,"Kuzey, Güney",24.000 TL,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-yenikaraman-kiralik/daire/0-44510732,18.000 TL,Bursa Osmangazi Yenikaraman Mah.,0-44510732,19-05-2025,Kiralık,Daire,Daire,2 + 1,1,1252 m2,1152 m2,5 Katlı,5. Kat,25 Yaşında,Kat Kaloriferi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Doğu",15.000 TL,,
https://www.hepsiemlak.com/bursa-nilufer-besevler-kiralik/daire/144327-54,24.000 TL,Bursa Nilüfer Beşevler Mah.,144327-54,21-05-2025,Kiralık,Daire,Daire,1 + 1,1,452 m2,402 m2,4 Katlı,Ara Kat,13 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,"Kuzey, Batı",48.000 TL,150 TL,Evet
https://www.hepsiemlak.com/bursa-orhangazi-arapzade-kiralik/daire/77888-1987,14.000 TL,Bursa Orhangazi Arapzade Mah.,77888-1987,06-05-2025,Kiralık,Daire,Daire,2 + 1,,892 m2,802 m2,5 Katlı,5. Kat,30 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,,,İkinci El,,,"Kuzey, Güney",,,Evet
https://www.hepsiemlak.com/bursa-nilufer-baris-kiralik/daire/36291-210,25.000 TL,Bursa Nilüfer Barış Mah.,36291-210,21-05-2025,Kiralık,Daire,Daire,3 + 1,1,1502 m2,1302 m2,5 Katlı,4. Kat,30 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,,Betonarme,İkinci El,Boş,,"Kuzey, Doğu",25.000 TL,500 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-demirtas-sakarya-kiralik/daire/152255-66,13.000 TL,Bursa Osmangazi Demirtaş Sakarya Mah.,152255-66,24-03-2025,Kiralık,Daire,Daire,2 + 1,1,902 m2,802 m2,3 Katlı,Yüksek Giriş,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,Boş,,Kuzey,13.000 TL,,Evet
https://www.hepsiemlak.com/bursa-inegol-esentepe-kiralik/daire/0-44362819,15.000 TL,Bursa İnegöl Esentepe Mah.,0-44362819,25-03-2025,Kiralık,Daire,Daire,3 + 1,1,1302 m2,1202 m2,5 Katlı,3. Kat,25 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,,Yıldız Evler Sitesi,Güney,15.000 TL,250 TL,
https://www.hepsiemlak.com/bursa-yildirim-musababa-kiralik/daire/6785-5013,13.000 TL,Bursa Yıldırım Musababa Mah.,6785-5013,12-04-2025,Kiralık,Daire,Daire,2 + 1,1,902 m2,792 m2,4 Katlı,Ara Kat,34 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,,,,13.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-akcalar-kiralik/daire/153684-10,15.500 TL,Bursa Nilüfer Akçalar Mah.,153684-10,15-05-2025,Kiralık,Daire,Çatı Dubleksi,2 + 1,1,1342 m2,922 m2,3 Katlı,En Üst Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,,15.000 TL,,Evet
https://www.hepsiemlak.com/bursa-mudanya-omerbey-kiralik/daire/102231-511,15.000 TL,Bursa Mudanya Ömerbey Mah.,102231-511,22-05-2025,Kiralık,Daire,Daire,1 + 1,1,652 m2,602 m2,2 Katlı,2. Kat,20 Yaşında,Klima,Elektrik,Kat İrtifakı,Eşyalı,Betonarme,İkinci El,Boş,,,15.000 TL,,Evet
https://www.hepsiemlak.com/bursa-mustafakemalpasa-adalet-kiralik/daire/139339-227,25.000 TL,Bursa Mustafakemalpaşa Adalet Mah.,139339-227,17-05-2025,Kiralık,Daire,Daire,3 + 1,2,1702 m2,1602 m2,4 Katlı,Ara Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Kat Mülkiyeti,,,,,,,25.000 TL,,
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/146454-46,14.000 TL,Bursa Nilüfer Dumlupınar Mah.,146454-46,18-04-2025,Kiralık,Daire,Daire,1 + 1,1,602 m2,502 m2,5 Katlı,5. Kat,1 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,,,,Evet
https://www.hepsiemlak.com/bursa-yildirim-yesilyayla-kiralik/daire/106581-850,14.000 TL,Bursa Yıldırım Yeşilyayla Mah.,106581-850,14-05-2025,Kiralık,Daire,Daire,2 + 1,1,952 m2,852 m2,5 Katlı,Kot 2,35 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,,,Boş,,,13.000 TL,,Evet
https://www.hepsiemlak.com/bursa-gemlik-esref-dincer-kiralik/daire/146022-45,25.000 TL,Bursa Gemlik Eşref Dinçer Mah.,146022-45,06-05-2025,Kiralık,Daire,Dubleks,5 + 1,1,1992 m2,1792 m2,3 Katlı,En Üst Kat,4 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",25.000 TL,,Evet
https://www.hepsiemlak.com/bursa-gursu-zafer-kiralik/daire/129685-382,14.000 TL,Bursa Gürsu Zafer Mah.,129685-382,20-05-2025,Kiralık,Daire,Daire,2 + 1,1,852 m2,802 m2,3 Katlı,2. Kat,25 Yaşında,Kombi,Doğalgaz,Arsa,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Doğu, Batı",14.000 TL,100 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/73952-701,15.000 TL,Bursa Nilüfer Dumlupınar Mah.,73952-701,08-05-2025,Kiralık,Daire,Daire,2 + 1,1,702 m2,652 m2,6 Katlı,En Üst Kat,8 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Kiracılı,Evet,Doğu,15.000 TL,750 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-isiktepe-kiralik/daire/46127-4107,25.000 TL,Bursa Nilüfer Işıktepe Mah.,46127-4107,27-04-2025,Kiralık,Daire,Daire,4 + 1,3,1802 m2,1502 m2,7 Katlı,1. Kat,17 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu",25.000 TL,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-hamitler-kiralik/daire/0-44292585,22.000 TL,Bursa Osmangazi Hamitler Mah.,0-44292585,07-03-2025,Kiralık,Daire,Daire,3 + 1,1,1802 m2,1702 m2,4 Katlı,2. Kat,7 Yaşında,Kombi,Doğalgaz,Hisseli Tapu,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Doğu",30.000 TL,200 TL,
https://www.hepsiemlak.com/bursa-yildirim-yenimahalle-kiralik/daire/46710-25397,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/bursa-mudanya-guzelyali-yali-kiralik/daire/0-44265908,18.000 TL,Bursa Mudanya Güzelyalı Yalı Mah.,0-44265908,04-03-2025,Kiralık,Daire,Daire,2 + 1,1,1202 m2,1052 m2,5 Katlı,Ara Kat,23 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Köksal sitesi güzelyalı,"Kuzey, Güney",18.000 TL,100 TL,
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/146454-45,13.000 TL,Bursa Nilüfer Dumlupınar Mah.,146454-45,17-04-2025,Kiralık,Daire,Daire,2 + 1,1,502 m2,402 m2,5 Katlı,1. Kat,13 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,,Boş,,,,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-basaran-kiralik/daire/0-44525620,7.500 TL,Bursa Osmangazi Başaran Mah.,0-44525620,25-04-2025,Kiralık,Daire,Daire,2 + 1,1,412 m2,402 m2,3 Katlı,Giriş Katı,35 Yaşında,Isıtma Yok,Elektrik,Müstakil Tapulu,Eşyalı,Betonarme,İkinci El,Boş,,Doğu,7.500 TL,,
https://www.hepsiemlak.com/bursa-nilufer-gumustepe-kiralik/daire/46127-4184,40.000 TL,Bursa Nilüfer Gümüştepe Mah.,46127-4184,16-04-2025,Kiralık,Daire,Daire,2 + 1,1,1652 m2,1052 m2,3 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu",40.000 TL,1.500 TL,
https://www.hepsiemlak.com/bursa-yildirim-mimarsinan-kiralik/mustakil-ev/106581-861,50.000 TL,Bursa Yıldırım Mimarsinan Mah.,106581-861,30-03-2025,Kiralık,Müstakil Ev,Müstakil Ev,2 + 1,1,2862 m2,2802 m2,2 Katlı,,35 Yaşında,Kombi,Doğalgaz,Yabancıdan,Eşyalı Değil,Betonarme,İkinci El,Boş,,,50.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/94175-1252,14.000 TL,Bursa Nilüfer Görükle Mah.,94175-1252,01-05-2025,Kiralık,Daire,Daire,1 + 1,1,552 m2,502 m2,3 Katlı,2. Kat,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,,Evet
https://www.hepsiemlak.com/bursa-mustafakemalpasa-yunus-emre-kiralik/daire/94652-519,17.000 TL,Bursa Mustafakemalpaşa Yunus Emre Mah.,94652-519,11-03-2025,Kiralık,Daire,Daire,3 + 1,1,1352 m2,1202 m2,5 Katlı,1. Kat,21 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,,17.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-kultur-kiralik/daire/155732-49,21.000 TL,Bursa Nilüfer Kültür Mah.,155732-49,25-04-2025,Kiralık,Daire,Daire,3 + 1,1,1452 m2,1152 m2,4 Katlı,1. Kat,18 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu",21.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/122961-43,11.000 TL,Bursa Nilüfer Dumlupınar Mah.,122961-43,19-04-2025,Kiralık,Daire,,1 + 1,1,652 m2,552 m2,5 Katlı,1. Kat,7 Yaşında,Kombi,,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,Doğu,,,Evet
https://www.hepsiemlak.com/bursa-orhangazi-arapzade-kiralik/daire/146230-153,12.000 TL,Bursa Orhangazi Arapzade Mah.,146230-153,18-05-2025,Kiralık,Daire,Daire,1 + 1,1,702 m2,662 m2,5 Katlı,5. Kat,30 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Orkent Orkide,"Kuzey, Güney",12.000 TL,,Evet
https://www.hepsiemlak.com/bursa-gursu-zafer-kiralik/daire/112077-1513,14.000 TL,Bursa Gürsu Zafer Mah.,112077-1513,18-05-2025,Kiralık,Daire,Daire,2 + 1,1,1102 m2,1002 m2,4 Katlı,4. Kat,28 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Doğu, Batı",15.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-ertugrul-kiralik/villa/46127-4191,75.000 TL,Bursa Nilüfer Ertuğrul Mah.,46127-4191,30-04-2025,Kiralık,Villa,Fourlex,5 + 2,3,3702 m2,3002 m2,4 Katlı,,12 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Batı",,3.000 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-kurtulus-kiralik/daire/88040-184,30.000 TL,Bursa Nilüfer Kurtuluş Mah.,88040-184,25-03-2025,Kiralık,Daire,Daire,3 + 1,2,2432 m2,1512 m2,7 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,,Kat İrtifakı,,,,Boş,Evet,,,,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/146454-44,14.000 TL,Bursa Nilüfer Dumlupınar Mah.,146454-44,15-04-2025,Kiralık,Daire,Daire,2 + 1,1,702 m2,602 m2,5 Katlı,5. Kat,13 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,,,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-ibrahimpasa-kiralik/daire/155826-22,20.000 TL,Bursa Osmangazi İbrahimpaşa Mah.,155826-22,29-04-2025,Kiralık,Daire,,2 + 1,1,1202 m2,1052 m2,5 Katlı,5. Kat,20 Yaşında,Merkezi,,Kat Mülkiyeti,Eşyalı,,İkinci El,Boş,,,40.000 TL,600 TL,
https://www.hepsiemlak.com/bursa-osmangazi-sirameseler-kiralik/daire/31180-11685,11.000 TL,Bursa Osmangazi Sırameşeler Mah.,31180-11685,28-04-2025,Kiralık,Daire,Daire,2 + 1,1,1102 m2,1002 m2,2 Katlı,2. Kat,29 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Batı",11.000 TL,,Evet
https://www.hepsiemlak.com/bursa-yildirim-sukraniye-kiralik/daire/156515-3,10.000 TL,Bursa Yıldırım Şükraniye Mah.,156515-3,08-05-2025,Kiralık,Daire,Daire,1 + 1,1,302 m2,252 m2,4 Katlı,1. Kat,10 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı,Betonarme,İkinci El,Boş,,Kuzey,10.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-fethiye-kiralik/daire/0-44572157,23.500 TL,Bursa Nilüfer Fethiye Mah.,0-44572157,04-05-2025,Kiralık,Daire,Daire,3 + 1,1,1502 m2,1402 m2,3 Katlı,1. Kat,25 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney",23.500 TL,200 TL,
https://www.hepsiemlak.com/bursa-inegol-akhisar-kiralik/daire/0-44061839,13.500 TL,Bursa İnegöl Akhisar Mah.,0-44061839,15-03-2025,Kiralık,Daire,Daire,3 + 1,1,1202 m2,902 m2,3 Katlı,Zemin,26 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,,"Güney, Batı",20.000 TL,,
https://www.hepsiemlak.com/bursa-nilufer-ihsaniye-kiralik/daire/31180-11708,24.000 TL,Bursa Nilüfer İhsaniye Mah.,31180-11708,22-05-2025,Kiralık,Daire,Daire,3 + 1,2,1602 m2,1352 m2,5 Katlı,2. Kat,15 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-sirameseler-kiralik/daire/31180-11685,11.000 TL,Bursa Osmangazi Sırameşeler Mah.,31180-11685,28-04-2025,Kiralık,Daire,Daire,2 + 1,1,1102 m2,1002 m2,2 Katlı,2. Kat,29 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Batı",11.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-demirci-kiralik/daire/0-44443021,14.000 TL,Bursa Nilüfer Demirci Mah.,0-44443021,09-04-2025,Kiralık,Daire,Daire,1 + 1,1,722 m2,532 m2,2 Katlı,1. Kat,Sıfır Bina,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,,Sıfır,Boş,,,36.000 TL,,
https://www.hepsiemlak.com/bursa-nilufer-kizilcikli-kiralik/daire/139028-127,30.000 TL,Bursa Nilüfer Kızılcıklı Mah.,139028-127,09-04-2025,Kiralık,Daire,Daire,3 + 1,2,1382 m2,1112 m2,9 Katlı,8. Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,Evet,"Güney, Doğu",60.000 TL,2.900 TL,Evet
https://www.hepsiemlak.com/bursa-yenisehir-kurtulus-kiralik/daire/0-44374380,20.000 TL,Bursa Yenişehir Kurtuluş Mah.,0-44374380,23-03-2025,Kiralık,Daire,,2 + 1,1,862 m2,852 m2,5 Katlı,4. Kat,Sıfır Bina,Kombi,,Kat İrtifakı,,,,,,,,,
https://www.hepsiemlak.com/bursa-nilufer-cumhuriyet-kiralik/daire/1083-5164,23.000 TL,Bursa Nilüfer Cumhuriyet Mah.,1083-5164,21-05-2025,Kiralık,Daire,Daire,3 + 1,1,1402 m2,1202 m2,5 Katlı,5. Kat,25 Yaşında,Merkezi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Evet,,23.000 TL,1.500 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/113442-414,14.000 TL,Bursa Nilüfer Dumlupınar Mah.,113442-414,17-05-2025,Kiralık,Daire,Daire,2 + 1,1,602 m2,552 m2,6 Katlı,2. Kat,3 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,,,700 TL,Evet
https://www.hepsiemlak.com/bursa-karacabey-hudavendigar-kiralik/daire/0-44323562,22.000 TL,Bursa Karacabey Hüdavendigar Mah.,0-44323562,13-05-2025,Kiralık,Daire,Daire,3 + 1,2,1302 m2,1182 m2,4 Katlı,Ara Kat,3 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,,,,25.000 TL,50 TL,
https://www.hepsiemlak.com/bursa-nilufer-karaman-kiralik/mustakil-ev/0-44298968,20.000 TL,Bursa Nilüfer Karaman Mah.,0-44298968,08-03-2025,Kiralık,Müstakil Ev,Müstakil Ev,2 + 1,1,1152 m2,852 m2,2 Katlı,,30 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,,,Doğu,20.000 TL,,
https://www.hepsiemlak.com/bursa-gemlik-cumhuriyet-kiralik/daire/0-43170061,20.000 TL,Bursa Gemlik Cumhuriyet Mah.,0-43170061,14-03-2025,Kiralık,Daire,Daire,3 + 1,1,1502 m2,1352 m2,9 Katlı,6. Kat,20 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Tapu Yok,Eşyalı,Betonarme,İkinci El,Boş,,,20.000 TL,150 TL,
https://www.hepsiemlak.com/bursa-osmangazi-fatih-kiralik/daire/150147-281,12.500 TL,Bursa Osmangazi Fatih Mah.,150147-281,19-03-2025,Kiralık,Daire,Daire,3 + 1,1,1302 m2,1202 m2,3 Katlı,2. Kat,24 Yaşında,Doğalgaz Sobası,Doğalgaz,Hisseli Tapu,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",12.500 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-yuzuncuyil-kiralik/daire/56377-2716,29.000 TL,Bursa Nilüfer Yüzüncüyıl Mah.,56377-2716,05-04-2025,Kiralık,Daire,Daire,4 + 1,2,1602 m2,1502 m2,8 Katlı,7. Kat,16 Yaşında,Kombi,Doğalgaz,Yabancıdan,Eşyalı Değil,,İkinci El,Boş,Evet,,,,Evet
https://www.hepsiemlak.com/bursa-nilufer-odunluk-kiralik/daire/108347-1533,46.000 TL,Bursa Nilüfer Odunluk Mah.,108347-1533,07-05-2025,Kiralık,Daire,Daire,2 + 1,1,902 m2,752 m2,24 Katlı,Ara Kat,6 Yaşında,Merkezi (Pay Öl...,,Kat Mülkiyeti,Eşyalı Değil,,,,,"Güney, Doğu",,,
https://www.hepsiemlak.com/bursa-osmangazi-osmangazi-kiralik/daire/155826-15,14.000 TL,Bursa Osmangazi Osmangazi Mah.,155826-15,17-04-2025,Kiralık,Daire,,3 + 1,2,1302 m2,1202 m2,5 Katlı,3. Kat,16 Yaşında,Kombi,,Kat İrtifakı,,,,Boş,,"Kuzey, Güney, Doğu, Batı",14.000 TL,30 TL,
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/131999-14,20.000 TL,Bursa Nilüfer Dumlupınar Mah.,131999-14,13-05-2025,Kiralık,Daire,Daire,2 + 1,2,1102 m2,902 m2,5 Katlı,4. Kat,11 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Anadolu Evleri 1 Sitesi,"Güney, Batı",20.000 TL,1.000 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-balkan-kiralik/daire/155732-8,24.000 TL,Bursa Nilüfer Balkan Mah.,155732-8,21-04-2025,Kiralık,Daire,Daire,3 + 1,2,1552 m2,1202 m2,6 Katlı,5. Kat,Sıfır Bina,Merkezi (Pay Öl...,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,"Nilüferium Hayat Evleri Sitesi (Bursa, Nilüfer, Balkan)","Doğu, Batı",25.000 TL,1.600 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-hudavendigar-kiralik/daire/31180-11677,15.000 TL,Bursa Osmangazi Hüdavendigar Mah.,31180-11677,01-05-2025,Kiralık,Daire,Daire,3 + 1,1,1502 m2,1452 m2,3 Katlı,1. Kat,29 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,"Güney, Batı",15.000 TL,,Evet
https://www.hepsiemlak.com/bursa-gemlik-esref-dincer-kiralik/daire/135581-436,15.000 TL,Bursa Gemlik Eşref Dinçer Mah.,135581-436,19-03-2025,Kiralık,Daire,Daire,3 + 1,1,1102 m2,1052 m2,5 Katlı,2. Kat,30 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney",15.000 TL,,Evet
https://www.hepsiemlak.com/bursa-orhangazi-arapzade-kiralik/daire/99991-85,10.000 TL,Bursa Orhangazi Arapzade Mah.,99991-85,22-05-2025,Kiralık,Daire,Daire,2 + 1,1,1002 m2,902 m2,4 Katlı,Ara Kat,20 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,,12.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-camlica-kiralik/daire/94220-504,32.000 TL,Bursa Nilüfer Çamlıca Mah.,94220-504,12-04-2025,Kiralık,Daire,Daire,1 + 1,1,802 m2,662 m2,11 Katlı,Ara Kat,3 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Evet,"Kuzey, Doğu, Batı",32.000 TL,2.950 TL,Evet
https://www.hepsiemlak.com/bursa-gemlik-kumla-kiralik/daire/0-44386796,25.000 TL,Bursa Gemlik Kumla Mah.,0-44386796,06-05-2025,Kiralık,Daire,Daire,2 + 1,1,802 m2,752 m2,4 Katlı,3. Kat,33 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı,Betonarme,,Belirtilmemiş,,,10.000 TL,,
https://www.hepsiemlak.com/bursa-osmangazi-altinova-kiralik/daire/155445-54,15.500 TL,Bursa Osmangazi Altınova Mah.,155445-54,05-05-2025,Kiralık,Daire,Daire,3 + 1,1,1202 m2,902 m2,3 Katlı,Kot 3,25 Yaşında,Kombi,Doğalgaz,Müstakil Tapulu,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney",15.500 TL,1 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-besevler-kiralik/daire/144327-43,29.000 TL,Bursa Nilüfer Beşevler Mah.,144327-43,20-05-2025,Kiralık,Daire,Daire,3 + 1,1,1452 m2,1252 m2,3 Katlı,Ara Kat,13 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,,,"Kuzey, Güney, Doğu",,,Evet
https://www.hepsiemlak.com/bursa-orhangazi-arapzade-kiralik/daire/149978-18,35.000 TL,Bursa Orhangazi Arapzade Mah.,149978-18,20-03-2025,Kiralık,Daire,Daire,3 + 1,2,1742 m2,1662 m2,4 Katlı,1. Kat,10 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,,,Batı,35.000 TL,500 TL,Evet
