Link,Fiyat,Konum,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt Metrekare,Net Metrekare,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Site İçerisinde,Cephe,Depozito,Aidat,Yetkili Ofis
https://www.hepsiemlak.com/bursa-nilufer-balat-kiralik/villa/0-44429884,200.000 TL,Bursa Nilüfer Balat Mah.,0-44429884,07-04-2025,Kiralık,Villa,Daire,5 + 1,4,4002 m2,3502 m2,3 Katlı,,15 Yaşında,Yerden Isıtma,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Güney,200.000 TL,,
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/146454-51,17.000 TL,Bursa Nilüfer Dumlupınar Mah.,146454-51,18-04-2025,Kiralık,Daire,Daire,2 + 1,1,802 m2,752 m2,4 Katlı,4. Kat,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Güney,,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-istiklal-kiralik/daire/73952-814,14.000 TL,Bursa Osmangazi İstiklal Mah.,73952-814,07-05-2025,Kiralık,Daire,Daire,2 + 1,1,1052 m2,1002 m2,3 Katlı,2. Kat,27 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Doğu, Batı",15.000 TL,1 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-demirtas-sakarya-kiralik/daire/115984-1094,25.000 TL,Bursa Osmangazi Demirtaş Sakarya Mah.,115984-1094,07-05-2025,Kiralık,Daire,Dubleks,2 + 1,2,1402 m2,1102 m2,3 Katlı,3. Kat,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,"Kuzey, Güney",25.000 TL,250 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/146454-22,13.000 TL,Bursa Nilüfer Dumlupınar Mah.,146454-22,17-04-2025,Kiralık,Daire,Daire,2 + 1,1,802 m2,702 m2,4 Katlı,2. Kat,12 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,Kuzey,13.000 TL,400 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-yenimahalle-kiralik/daire/9874-644,15.000 TL,Bursa Yıldırım Yenimahalle Mah.,9874-644,20-05-2025,Kiralık,Daire,Daire,2 + 1,1,902 m2,802 m2,5 Katlı,Ara Kat,25 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Batı",15.000 TL,50 TL,Evet
https://www.hepsiemlak.com/bursa-gemlik-cumhuriyet-kiralik/daire/130163-316,17.000 TL,Bursa Gemlik Cumhuriyet Mah.,130163-316,10-05-2025,Kiralık,Daire,Daire,3 + 1,1,1402 m2,1302 m2,11 Katlı,Ara Kat,30 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,,,Boş,,"Güney, Doğu, Batı",,,Evet
https://www.hepsiemlak.com/bursa-mudanya-halitpasa-kiralik/daire/0-44499688,20.500 TL,Bursa Mudanya Halitpaşa Mah.,0-44499688,17-05-2025,Kiralık,Daire,Daire,3 + 1,1,1262 m2,1002 m2,5 Katlı,Ara Kat,20 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,,Temaşa Sitesi,,45.000 TL,200 TL,
https://www.hepsiemlak.com/bursa-orhangazi-hurriyet-kiralik/daire/77888-1951,18.000 TL,Bursa Orhangazi Hürriyet Mah.,77888-1951,13-05-2025,Kiralık,Daire,Daire,2 + 1,,802 m2,742 m2,5 Katlı,Bodrum ve Zemin,5 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,,,İkinci El,Kiracılı,,Kuzey,18.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-camlica-kiralik/villa/1083-5167,20.000 TL,Bursa Nilüfer Çamlıca Mah.,1083-5167,19-05-2025,Kiralık,Villa,Bahçe Katı,1 + 1,,802 m2,702 m2,4 Katlı,,20 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,Evet,,20.000 TL,3.500 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-mollaarap-kiralik/daire/99661-806,20.000 TL,Bursa Yıldırım Mollaarap Mah.,99661-806,13-04-2025,Kiralık,Daire,Daire,4 + 1,1,1802 m2,1502 m2,6 Katlı,4. Kat,25 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Doğu",20.000 TL,500 TL,Evet
https://www.hepsiemlak.com/bursa-mudanya-omerbey-kiralik/daire/147717-118,20.000 TL,Bursa Mudanya Ömerbey Mah.,147717-118,11-03-2025,Kiralık,Daire,Daire,3 + 1,1,952 m2,902 m2,4 Katlı,Bahçe Katı,25 Yaşında,Kombi,Doğalgaz,Kooperatiften H...,Eşyalı,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu",20.000 TL,,Evet
https://www.hepsiemlak.com/bursa-mudanya-egerce-kiralik/daire/120619-1237,20.000 TL,Bursa Mudanya Eğerce Mah.,120619-1237,13-05-2025,Kiralık,Daire,Daire,3 + 1,3,1012 m2,1002 m2,4 Katlı,2. Kat,15 Yaşında,Soba,Kömür-Odun,Hisseli Tapu,,Betonarme,İkinci El,,,Kuzey,20.000 TL,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-cekirge-kiralik/daire/94746-2503,35.000 TL,Bursa Osmangazi Çekirge Mah.,94746-2503,22-05-2025,Kiralık,Daire,Daire,3 + 1,2,2302 m2,2002 m2,5 Katlı,3. Kat,24 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",,1.500 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-yesilova-kiralik/daire/150147-328,9.000 TL,Bursa Osmangazi Yeşilova Mah.,150147-328,13-05-2025,Kiralık,Daire,Daire,2 + 1,1,1052 m2,902 m2,4 Katlı,1. Kat,16 Yaşında,Doğalgaz Sobası,,Hisseli Tapu,,,,,,,10.000 TL,1 TL,
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/153614-49,16.000 TL,Bursa Nilüfer Görükle Mah.,153614-49,17-05-2025,Kiralık,Daire,Daire,2 + 1,1,902 m2,852 m2,5 Katlı,Ara Kat,10 Yaşında,Kat Kaloriferi,,Kat İrtifakı,Eşyalı,Betonarme,İkinci El,Boş,,Batı,16.000 TL,600 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-ucevler-kiralik/daire/126756-571,20.000 TL,Bursa Nilüfer Üçevler Mah.,126756-571,18-05-2025,Kiralık,Daire,Daire,2 + 1,1,1202 m2,1102 m2,4 Katlı,En Üst Kat,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",20.000 TL,150 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-altinsehir-kiralik/daire/140868-1617,33.000 TL,Bursa Nilüfer Altınşehir Mah.,140868-1617,11-04-2025,Kiralık,Daire,Daire,3 + 1,1,1152 m2,802 m2,7 Katlı,Yüksek Giriş,15 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Atalaykent 1 Sitesi,"Kuzey, Doğu, Batı",33.000 TL,800 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-teferruc-kiralik/daire/150147-314,15.000 TL,Bursa Yıldırım Teferrüç Mah.,150147-314,24-04-2025,Kiralık,Daire,Daire,2 + 1,1,1202 m2,1052 m2,3 Katlı,Bahçe Katı,20 Yaşında,Kombi,Doğalgaz,Arsa,Eşyalı Değil,,,Boş,,,15.000 TL,1 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-piremir-kiralik/daire/122271-227,10.000 TL,Bursa Yıldırım Piremir Mah.,122271-227,15-05-2025,Kiralık,Daire,Daire,2 + 1,1,852 m2,802 m2,3 Katlı,Yüksek Giriş,30 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,,15.000 TL,25 TL,Evet
https://www.hepsiemlak.com/bursa-karacabey-sirabademler-kiralik/daire/0-44552688,18.000 TL,Bursa Karacabey Sırabademler Mah.,0-44552688,30-04-2025,Kiralık,Daire,Daire,3 + 1,2,1352 m2,1242 m2,4 Katlı,3. Kat,8 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,,Betonarme,İkinci El,Boş,,"Doğu, Batı",18.000 TL,300 TL,
https://www.hepsiemlak.com/bursa-osmangazi-fatih-kiralik/daire/115984-1133,18.000 TL,Bursa Osmangazi Fatih Mah.,115984-1133,08-04-2025,Kiralık,Daire,Müstakil Ev,3 + 1,1,1202 m2,1102 m2,4 Katlı,1. Kat,30 Yaşında,Kombi,Doğalgaz,Arsa,Eşyalı,Betonarme,İkinci El,Boş,,"Kuzey, Güney",18.000 TL,100 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-30-agustos-zafer-kiralik/daire/108347-1481,26.000 TL,Bursa Nilüfer 30 Ağustos Zafer Mah.,108347-1481,27-03-2025,Kiralık,Daire,Daire,3 + 1,2,2422 m2,1402 m2,4 Katlı,1. Kat,1 Yaşında,Yerden Isıtma,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,Yeşilsoy Carizma Sitesi,,26.000 TL,1.350 TL,Evet
https://www.hepsiemlak.com/bursa-inegol-kemalpasa-kiralik/daire/148301-38,14.500 TL,Bursa İnegöl Kemalpaşa Mah.,148301-38,24-02-2025,Kiralık,Daire,Daire,1 + 1,1,452 m2,402 m2,3 Katlı,Yüksek Giriş,7 Yaşında,Kombi,Doğalgaz,Tapu Yok,Eşyalı,Betonarme,İkinci El,Boş,,"Güney, Doğu",14.500 TL,250 TL,Evet
https://www.hepsiemlak.com/bursa-mudanya-guzelyali-egitim-kiralik/daire/39067-2385,17.000 TL,Bursa Mudanya Güzelyalı Eğitim Mah.,39067-2385,28-04-2025,Kiralık,Daire,Daire,3 + 1,1,1352 m2,1252 m2,5 Katlı,4. Kat,15 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,,Evet,,17.000 TL,300 TL,
https://www.hepsiemlak.com/bursa-orhangazi-arapzade-kiralik/daire/102130-784,20.000 TL,Bursa Orhangazi Arapzade Mah.,102130-784,24-04-2025,Kiralık,Daire,,2 + 1,1,1002 m2,952 m2,4 Katlı,Kot 2,3 Yaşında,Kombi,,Tapu Yok,,,,,,,,,
https://www.hepsiemlak.com/bursa-osmangazi-hocahasan-kiralik/daire/84010-218,10.000 TL,Bursa Osmangazi Hocahasan Mah.,84010-218,07-03-2025,Kiralık,Daire,Daire,2 + 1,1,852 m2,752 m2,5 Katlı,5. Kat,30 Yaşında,Doğalgaz Sobası,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Doğu, Batı",10.000 TL,,Evet
https://www.hepsiemlak.com/bursa-gemlik-cumhuriyet-kiralik/daire/147767-51,19.000 TL,Bursa Gemlik Cumhuriyet Mah.,147767-51,21-05-2025,Kiralık,Daire,Daire,3 + 1,1,1402 m2,1302 m2,9 Katlı,6. Kat,25 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güraş 2 Sitesi,"Kuzey, Güney",20.000 TL,450 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-meydancik-kiralik/daire/0-44264901,14.000 TL,Bursa Yıldırım Meydancık Mah.,0-44264901,01-03-2025,Kiralık,Daire,Daire,3 + 1,1,1052 m2,1002 m2,5 Katlı,1. Kat,30 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,Güney,14.000 TL,50 TL,
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/73952-817,15.000 TL,Bursa Nilüfer Dumlupınar Mah.,73952-817,04-05-2025,Kiralık,Daire,Daire,2 + 1,1,702 m2,652 m2,6 Katlı,En Üst Kat,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Kiracılı,,Doğu,15.000 TL,750 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-besevler-kiralik/daire/20733-3721,22.000 TL,Bursa Nilüfer Beşevler Mah.,20733-3721,05-03-2025,Kiralık,Daire,Daire,3 + 1,2,1602 m2,1502 m2,6 Katlı,Ara Kat,15 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",22.000 TL,1.300 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-yesilyayla-kiralik/daire/150147-297,10.000 TL,Bursa Yıldırım Yeşilyayla Mah.,150147-297,22-04-2025,Kiralık,Daire,Daire,3 + 1,1,1002 m2,952 m2,3 Katlı,2. Kat,14 Yaşında,Doğalgaz Sobası,Doğalgaz,Arsa,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",11.500 TL,,Evet
https://www.hepsiemlak.com/bursa-mudanya-halitpasa-kiralik/daire/96180-12,27.000 TL,Bursa Mudanya Halitpaşa Mah.,96180-12,06-05-2025,Kiralık,Daire,Daire,2 + 1,1,1352 m2,1152 m2,5 Katlı,Kot 2,25 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",27.000 TL,250 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-kurtoglu-kiralik/daire/122271-297,15.000 TL,Bursa Yıldırım Kurtoğlu Mah.,122271-297,22-05-2025,Kiralık,Daire,Daire,2 + 1,1,752 m2,702 m2,5 Katlı,2. Kat,35 Yaşında,Doğalgaz Sobası,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,,16.000 TL,20 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/152396-41,10.000 TL,Bursa Nilüfer Görükle Mah.,152396-41,06-05-2025,Kiralık,Daire,Daire,1 + 1,1,602 m2,502 m2,5 Katlı,3. Kat,11 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,,10.000 TL,10.000 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-altinsehir-kiralik/villa/46710-25365,55.000 TL,Bursa Nilüfer Altınşehir Mah.,46710-25365,17-03-2025,Kiralık,Villa,Tripleks,4 + 1,2,3002 m2,2502 m2,3 Katlı,,26 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",55.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/122961-42,13.000 TL,Bursa Nilüfer Görükle Mah.,122961-42,14-04-2025,Kiralık,Daire,,2 + 1,1,752 m2,652 m2,5 Katlı,1. Kat,5 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı,Betonarme,İkinci El,Boş,Evet,Güney,13.000 TL,,
https://www.hepsiemlak.com/bursa-gemlik-dr-ziya-kaya-kiralik/daire/81590-583,15.000 TL,Bursa Gemlik Dr. Ziya Kaya Mah.,81590-583,24-04-2025,Kiralık,Daire,Daire,1 + 0,1,352 m2,302 m2,4 Katlı,2. Kat,3 Yaşında,Klima,Elektrik,Kat İrtifakı,Eşyalı,Betonarme,İkinci El,Boş,,Güney,15.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-yuzuncuyil-kiralik/daire/126756-546,34.000 TL,Bursa Nilüfer Yüzüncüyıl Mah.,126756-546,18-05-2025,Kiralık,Daire,Daire,3 + 1,2,1552 m2,1452 m2,10 Katlı,6. Kat,27 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Kimyacılar Sitesi,"Kuzey, Doğu, Batı",36.000 TL,1.200 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/153614-48,11.500 TL,Bursa Nilüfer Görükle Mah.,153614-48,21-05-2025,Kiralık,Daire,Çatı Dubleksi,2 + 1,1,802 m2,702 m2,4 Katlı,En Üst Kat,12 Yaşında,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Doğu",14.000 TL,250 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-yenikaraman-kiralik/daire/58292-6753,16.000 TL,Bursa Osmangazi Yenikaraman Mah.,58292-6753,02-05-2025,Kiralık,Daire,Daire,2 + 1,1,1252 m2,1152 m2,3 Katlı,4. Kat,18 Yaşında,Doğalgaz Sobası,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",15.000 TL,150 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-kizilcikli-kiralik/daire/46082-856,25.000 TL,Bursa Nilüfer Kızılcıklı Mah.,46082-856,12-04-2025,Kiralık,Daire,Daire,3 + 1,3,1712 m2,1262 m2,9 Katlı,1. Kat,1 Yaşında,Yerden Isıtma,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,"Kuzey, Doğu, Batı",25.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/152396-42,13.000 TL,Bursa Nilüfer Görükle Mah.,152396-42,06-05-2025,Kiralık,Daire,Daire,2 + 1,1,602 m2,552 m2,5 Katlı,3. Kat,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Kiracılı,,Kuzey,13.000 TL,400 TL,Evet
https://www.hepsiemlak.com/bursa-inegol-kemalpasa-kiralik/daire/0-44332303,13.000 TL,Bursa İnegöl Kemalpaşa Mah.,0-44332303,14-03-2025,Kiralık,Daire,Daire,2 + 1,1,1212 m2,1202 m2,5 Katlı,5. Kat,25 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,,,,
https://www.hepsiemlak.com/bursa-mudanya-halitpasa-kiralik/daire/96180-13,25.000 TL,Bursa Mudanya Halitpaşa Mah.,96180-13,11-05-2025,Kiralık,Daire,Daire,2 + 1,1,1152 m2,1002 m2,5 Katlı,3. Kat,5 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",25.000 TL,750 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-cumhuriyet-kiralik/daire/19374-1925,26.000 TL,Bursa Nilüfer Cumhuriyet Mah.,19374-1925,22-05-2025,Kiralık,Daire,Daire,3 + 1,2,1402 m2,1202 m2,5 Katlı,4. Kat,28 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Evet,"Kuzey, Doğu",26.000 TL,1.000 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/146454-47,15.000 TL,Bursa Nilüfer Dumlupınar Mah.,146454-47,18-04-2025,Kiralık,Daire,Daire,2 + 1,1,602 m2,502 m2,5 Katlı,4. Kat,1 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,,,,Evet
https://www.hepsiemlak.com/bursa-nilufer-akcalar-kiralik/daire/92621-21,10.000 TL,Bursa Nilüfer Akçalar Mah.,92621-21,29-04-2025,Kiralık,Daire,Daire,1 + 1,1,652 m2,552 m2,3 Katlı,Kot 2,Sıfır Bina,Kombi,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,Evet,,10.000 TL,500 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-bahar-kiralik/daire/31180-11726,16.000 TL,Bursa Osmangazi Bahar Mah.,31180-11726,14-05-2025,Kiralık,Daire,Daire,2 + 1,,1252 m2,1202 m2,2 Katlı,2. Kat,28 Yaşında,Kombi,Doğalgaz,Müstakil Tapulu,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Batı",16.000 TL,,Evet
https://www.hepsiemlak.com/bursa-mudanya-guzelyali-siteler-kiralik/daire/109255-180,15.000 TL,Bursa Mudanya Güzelyalı Siteler Mah.,109255-180,22-05-2025,Kiralık,Daire,Daire,3 + 1,1,1402 m2,1202 m2,5 Katlı,5. Kat,30 Yaşında,Kombi,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Batı,15.000 TL,100 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-baglarbasi-kiralik/daire/0-43974513,26.000 TL,Bursa Osmangazi Bağlarbaşı Mah.,0-43974513,06-05-2025,Kiralık,Daire,Daire,3 + 1,1,1102 m2,1002 m2,3 Katlı,1. Kat,10 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,,,,,,32.000 TL,,
https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/94175-1254,17.500 TL,Bursa Nilüfer Görükle Mah.,94175-1254,08-05-2025,Kiralık,Daire,Daire,2 + 1,1,952 m2,852 m2,3 Katlı,1. Kat,8 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,,Boş,Özgün Yaşam Evleri,"Kuzey, Güney, Doğu, Batı",,,Evet
https://www.hepsiemlak.com/bursa-gursu-yenidogan-kiralik/daire/0-43987077,9.500 TL,Bursa Gürsu Yenidoğan Mah.,0-43987077,03-05-2025,Kiralık,Daire,Daire,2 + 1,1,1002 m2,952 m2,3 Katlı,Yüksek Giriş,16 Yaşında,Doğalgaz Sobası,Doğalgaz,Kat İrtifakı,Eşyalı Değil,,İkinci El,Boş,,Güney,25.000 TL,,
https://www.hepsiemlak.com/bursa-gemlik-cumhuriyet-kiralik/daire/130163-317,20.000 TL,Bursa Gemlik Cumhuriyet Mah.,130163-317,16-04-2025,Kiralık,Daire,Daire,3 + 1,1,1352 m2,1302 m2,9 Katlı,2. Kat,21 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Evet,"Güney, Doğu, Batı",20.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-30-agustos-zafer-kiralik/daire/156867-10,35.000 TL,Bursa Nilüfer 30 Ağustos Zafer Mah.,156867-10,19-05-2025,Kiralık,Daire,Daire,3 + 1,,1602 m2,1402 m2,5 Katlı,2. Kat,5 Yaşında,Kombi,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Boş,Barutçu Kaya Konut Sitesi,"Kuzey, Güney, Doğu",35.000 TL,1.000 TL,Evet
https://www.hepsiemlak.com/bursa-osmangazi-hocaalizade-kiralik/daire/0-44441901,11.500 TL,Bursa Osmangazi Hocaalizade Mah.,0-44441901,18-05-2025,Kiralık,Daire,Bahçe Katı,1 + 1,1,652 m2,602 m2,6 Katlı,Bahçe Katı,20 Yaşında,Kat Kaloriferi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Doğu,23.000 TL,250 TL,
https://www.hepsiemlak.com/bursa-gemlik-esref-dincer-kiralik/daire/135581-458,15.000 TL,Bursa Gemlik Eşref Dinçer Mah.,135581-458,06-05-2025,Kiralık,Daire,Daire,1 + 1,1,682 m2,652 m2,3 Katlı,2. Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu",15.000 TL,,Evet
https://www.hepsiemlak.com/bursa-nilufer-besevler-kiralik/daire/31180-11728,29.000 TL,Bursa Nilüfer Beşevler Mah.,31180-11728,22-05-2025,Kiralık,Daire,Daire,3 + 1,2,1602 m2,1402 m2,3 Katlı,1. Kat,15 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,,Evet
https://www.hepsiemlak.com/bursa-nilufer-ertugrul-kiralik/daire/56377-3478,23.000 TL,Bursa Nilüfer Ertuğrul Mah.,56377-3478,05-04-2025,Kiralık,Daire,Daire,1 + 1,1,782 m2,602 m2,6 Katlı,Bahçe Katı,4 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Boş,Evet,,,,Evet
https://www.hepsiemlak.com/bursa-osmangazi-altiparmak-kiralik/daire/94746-2675,18.000 TL,Bursa Osmangazi Altıparmak Mah.,94746-2675,05-05-2025,Kiralık,Daire,Daire,2 + 1,1,1102 m2,1002 m2,7 Katlı,5. Kat,30 Yaşında,Merkezi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",,500 TL,Evet
https://www.hepsiemlak.com/bursa-yildirim-ortabaglar-kiralik/daire/120543-290,15.000 TL,Bursa Yıldırım Ortabağlar Mah.,120543-290,29-04-2025,Kiralık,Daire,Daire,3 + 1,1,1302 m2,1102 m2,2 Katlı,1. Kat,18 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,"Güney, Batı",15.000 TL,1 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/144428-86,14.500 TL,Bursa Nilüfer Dumlupınar Mah.,144428-86,19-05-2025,Kiralık,Daire,Daire,2 + 1,1,652 m2,502 m2,4 Katlı,3. Kat,4 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,Ekin Prestij Sitesi,Batı,14.500 TL,850 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-cumhuriyet-kiralik/daire/0-44549335,52.000 TL,Bursa Nilüfer Cumhuriyet Mah.,0-44549335,30-04-2025,Kiralık,Daire,Dubleks,5 + 2,3,2802 m2,2102 m2,5 Katlı,5. Kat,16 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Aktaş Evleri,,52.000 TL,2.000 TL,
https://www.hepsiemlak.com/bursa-nilufer-yuzuncuyil-kiralik/daire/56377-3559,28.000 TL,Bursa Nilüfer Yüzüncüyıl Mah.,56377-3559,14-05-2025,Kiralık,Daire,Daire,4 + 1,2,1602 m2,1452 m2,16 Katlı,11. Kat,21 Yaşında,Kombi,Doğalgaz,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Boş,Evet,"Güney, Batı",,2.100 TL,Evet
https://www.hepsiemlak.com/bursa-nilufer-esentepe-kiralik/daire/108347-1514,35.000 TL,Bursa Nilüfer Esentepe Mah.,108347-1514,04-05-2025,Kiralık,Daire,Daire,3 + 1,2,1452 m2,1312 m2,9 Katlı,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Doğalgaz,Kat İrtifakı,,Betonarme,Sıfır,,,"Kuzey, Güney, Doğu",70.000 TL,,Evet
